69,O=C(C1=CC=C(C2=CC(C3=CC=CO3)=NC(C4=CC=C(C=C4)OC)=C2)O1)N
70,O=C(N)C(C=C1)=CC=C1C2=CC(C3=CC=CO3)=NC(C4=CC=C([N+]([O-])=O)C=C4)=C2
71,O=C(C1=CC=C(O1)C2=CC(C3=CC=CO3)=NC(C4=CC=C(C=C4)[N+]([O-])=O)=C2)N
72,OC1=CC2=NC3=CC=CC=C3N=C2C4=CC=CC=C41
73,OC1=CC2=NC3=NC=CC=C3N=C2C4=CC=CC=C41
74,OC1=CC2=NC3=CC(Cl)=CC=C3N=C2C4=CC=CC=C41
75,OC1=CC=CC(C1=N2)=NC3=C2C4=C(C=CC=C4)C5=C3C=CC=C5
76,OC1=C(C2=CC=C(Cl)C=C2)C3=C(C4=C1C=CC=C4)N=C(C=CC=C5)C5=N3
77,OC1=C(C2=CC=CC=C2)C3=C(C4=C1C=CC=C4)N=C(C=CC=C5)C5=N3
78,NC1=NC(N)=CC=C1/N=N/C2=CC3=NC4=CC=C(OCC)C=C4C(N)=C3C=C2
79,CCCCN(C1=CC=CC=C1)C2=C(C=NN3C)C3=NC=N2
80,OC(/C=C/C(NC1=CC=CC2=C1C3=CC=CC=C3C2=O)=O)=O
81,OC1=C(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C(OCC3=CC=C(Cl)C=C3)=CC=C1C4=CC(C(F)(F)F)=NN4C
82,OC1=C(C2=CC(C(F)(F)F)=NN2C)C=CC(OCC3=CC=C(Cl)C=C3)=C1C4=CC=C(Cl)C(C(F)(F)F)=C4
83,O=C(C1=CC=C(C2=C(NC3=CC=C([N+]([O-])=O)C4=NON=C43)C=CC=C2)C=C1)O
84,COC(C1=CC=C(NC2=CC=C([N+]([O-])=O)C3=NON=C23)C=C1)=O
85,O=C(OCC1=CC=CC=C1)C2=CC=C(NC3=CC=C([N+]([O-])=O)C4=NON=C34)C=C2
86,O=C(OCC)C1=CC=C(NC2=CC=C([N+]([O-])=O)C3=NON=C23)C=C1
87,O=C(OCOC(C)=O)C1=CC=C(NC2=CC=C([N+]([O-])=O)C3=NON=C23)C=C1
88,O=C(OCC(F)(F)F)C1=CC=C(NC2=CC=C([N+]([O-])=O)C3=NON=C23)C=C1
89,O=C(OC1=CC=CC=C1)C2=CC=C(NC3=CC=C([N+]([O-])=O)C4=NON=C34)C=C2
90,CCOC1=CC=C(OC2=CC=CC=C2NC(C3=CC=C(CNC(C=C)=O)C=C3)=O)C=C1
91,N#CCCN1C2=CC=CC=C2N=C1COC3=C(Cl)C=C(Cl)C=C3
92,CCC(NC1=CC=CC(NC(NC(C2=CC(Cl)=C(OC)C=C2)=O)=S)=C1)=O
93,CCC(NC1=CC=CC(NC(NC(C2=CC=C(C)C=C2)=O)=S)=C1)=O
94,O=C(OCC1=CC=CC=C1)NC(C(Cl)(Cl)Cl)NS(NC2=CC=C(I)C=C2)=O
95,O=C(C1=CC=CC=C1C)NC(C(Cl)(Cl)Cl)NS(NC2=C(Cl)C(Cl)=CC(Cl)=C2)=O
96,O=C(O)[C@@H](NC(OCC1C(C=CC=C2)=C2C3=CC=CC=C31)=O)CC(NC(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6)=O
97,CC1CCCC(C)C1C(CN2C=C(C(C(F)(F)F)=O)C3=CC(Br)=CC=C32)=O
98,O=C(OC)C1=CC=C(NC2=CC=C(C3=NON=C32)[N+]([O-])=O)C(C4=CC=C(C)C=C4)=C1
99,[O-][N+](C(C=CC(C(NC1=CC=C(C([O-])=O)C=C1CCC(C)C)=O)=C2)=C2OCC3=CC=CC4=CC=CC=C43)=O
