1968,CCCN1CCC(CC1)C(=O)N(C)Cc1cc(Cl)cc(c1O)-c1cc(-c2cc(ccc2Cl)C(F)(F)F)c(C#N)c(=O)[nH]1,00000000000000000000000000000000000000000110000000000100000000100100000000010000100001110010110001101001001110111111011011100101110100101111001111111111111111111111110
1969,CCCCCN1CCC(CC1)C(=O)N(C)Cc1cc(Cl)cc(c1O)-c1cc(-c2cc(ccc2Cl)C(F)(F)F)c(C#N)c(=O)[nH]1,00000000000000000000000000000000000000000110000000000100000000100100000000010000100001110010110001101001001110111111111011100101110100101111001111111111111111111111110
1970,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,00000000000000000000000000000000000000000000000000000000000000000000000010000000000000010000000000000001000100000100000000000111000000100001000111000010100001010011110
1971,Oc1cc(C=O)ccc1Oc1ccc(Cl)cc1Cl,00000000000000000000000000000000000000000000000000000000000000000000000010000000000000010000000000000001000100000100000000000111000000100001000111100010101001010011110
1972,Oc1cc(CCl)ccc1Oc1ccc(Cl)cc1Cl,00000000000000000000000000000000000000000000000000000000000000000000000010000000000000010001000000000001000100000100000000000111000000100001000111000010110101010011110
1973,OCc1ccc(Oc2ccc(Cl)cc2Cl)c(O)c1,00000000000000000000000000000000000000000000000000000000000000000000000010000000001000010001000000000001000101000100000000000111000100100001000111100010110101010011110
1974,COc1cc(CCl)ccc1Oc1ccc(Cl)cc1Cl,00000000000000000000000000000000000000000000000000000000000000000000000010000000000000010000010000000001000100000100000000000111000000100000000111000010110101011011110
1975,COc1cc(ccc1Oc1ccc(Cl)cc1Cl)C(O)=O,00000000000000000000000000000000000000000000000000000000000000000000000010000000000000010000010000000001000100000100000000010111000000100001100111100010101001011011110
1976,OC(=O)c1ccc(Oc2ccc(Cl)cc2Cl)c(O)c1,00000000000000000000000000000000000000000000000000000000000000000000000010000000000000010000000000000001000100000100000000010111000100100001100111100010101001010011110
1977,COc1cc(CCl)ccc1Oc1ccccc1,00000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000010000000001000000000100000000000111000000100000000111000010110101011011110
1978,COc1cc(C=O)ccc1Oc1ccccc1,00000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000010000000000000000000100000000000111000000000000000111100010101001011011110
